age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18,13,130389,17,7,11,23,9,9,3,0,0,20,75,0
21,13,349365,31,10,11,16,9,9,2,0,0,15,80,0
27,13,376936,27,9,11,18,7,9,3,0,0,40,80,0
42,13,179557,31,10,7,28,7,9,2,0,0,40,80,0
21,13,105577,31,10,11,23,9,9,2,0,0,30,80,0
51,13,224207,31,10,9,27,6,9,3,0,0,40,80,1
27,10,47907,25,13,11,16,7,9,2,0,0,40,80,0
23,15,191283,27,9,11,29,9,9,3,0,0,40,80,0
57,13,20953,31,10,9,27,6,9,3,0,1902,40,80,1
22,16,186569,25,13,11,25,9,9,2,0,0,12,80,0
59,13,43221,22,5,9,29,6,9,3,0,0,60,80,1
38,13,161141,27,9,7,29,7,9,3,0,0,40,80,0
20,13,203003,27,9,11,29,8,9,3,0,0,40,80,0
90,13,141758,22,5,11,16,7,9,2,0,0,40,80,0
35,13,113322,24,11,9,27,6,9,3,0,0,40,80,0
50,13,343847,27,9,9,26,6,9,3,0,0,38,80,1
45,13,214068,26,16,9,25,6,9,3,0,0,50,80,1
44,13,116632,28,14,9,19,6,9,3,0,0,50,80,1
23,13,240160,23,12,11,25,9,9,3,0,0,40,80,0
34,13,516337,17,7,9,21,6,9,3,0,0,40,67,0
23,14,284651,25,13,7,27,7,9,2,0,0,43,80,0
39,16,141420,31,10,9,26,6,9,3,0,0,40,80,0
19,13,42750,31,10,11,21,7,9,3,0,0,55,80,0
54,13,165278,31,10,9,19,6,9,3,0,0,40,80,1
40,13,167265,28,14,7,25,7,9,3,0,0,43,80,0
44,13,139907,31,10,11,27,9,9,3,0,0,50,80,0
31,14,236415,31,10,9,16,11,9,2,0,0,20,80,1
25,13,312966,22,5,12,21,8,9,3,0,0,40,49,0
33,13,118941,25,13,9,19,11,9,2,0,0,32,80,1
32,13,198068,27,9,11,29,7,9,3,0,0,60,80,0
36,13,373952,16,6,9,22,6,9,3,0,0,40,80,0
47,15,236111,31,10,9,25,6,8,3,0,0,55,80,1
80,13,157778,28,14,13,25,7,9,2,0,0,10,80,0
21,13,143604,31,10,11,27,9,9,2,0,0,8,80,0
35,15,319831,31,10,9,20,6,9,3,0,0,60,80,0
77,9,132728,28,14,7,15,7,9,3,0,0,45,80,0
30,13,137606,27,9,9,29,6,9,3,5013,0,40,80,0
35,9,61343,27,9,9,15,6,9,3,0,0,40,80,0
49,13,268234,21,4,9,21,6,9,3,0,0,40,80,0
33,13,100135,27,9,9,16,11,9,2,0,1740,25,80,0
53,15,34973,31,10,9,20,6,9,3,0,0,45,80,0
41,13,323790,27,9,7,21,10,9,3,0,0,55,80,0
57,13,319733,25,13,9,22,6,9,3,0,0,40,72,1
21,9,180339,31,10,11,15,9,9,2,0,0,25,80,0
19,13,125591,31,10,11,23,9,9,2,0,0,40,80,0
28,13,60772,25,13,11,19,9,9,2,0,0,45,80,0
42,10,74680,28,14,7,16,7,9,3,0,2001,60,80,0
29,15,141185,31,10,9,20,6,9,3,0,0,55,80,0
38,9,204668,24,11,12,15,10,9,2,0,0,25,80,0
26,13,273792,31,10,11,23,9,9,3,0,0,20,80,0
41,13,70037,31,10,11,18,10,9,3,0,3004,60,41,1
40,13,343068,31,10,7,19,7,9,2,0,0,40,80,0
36,15,177907,26,16,11,25,7,9,3,0,0,40,80,1
28,13,144063,27,9,9,19,6,9,3,0,0,40,80,0
25,15,257574,25,13,11,16,7,7,2,0,0,20,80,0
42,15,67065,27,9,9,20,6,9,3,0,0,60,80,0
32,13,183356,27,9,11,18,9,9,3,0,0,40,80,0
32,13,152940,23,12,11,16,9,9,3,0,0,30,80,0
37,13,227128,20,3,9,18,6,9,3,0,0,40,80,0
39,11,45607,27,9,9,26,6,9,3,0,0,56,80,0
49,13,155489,25,13,9,18,6,9,3,0,0,40,80,0
28,9,230704,27,9,11,15,7,7,3,0,0,40,80,0
24,9,267955,22,5,11,15,9,9,2,0,0,20,80,0
19,13,165115,27,9,11,27,7,9,2,0,0,40,80,0
31,13,49923,27,9,9,29,6,9,3,0,0,40,80,0
40,13,272240,27,9,7,22,7,9,2,0,0,40,80,0
29,13,255476,21,4,11,21,9,9,3,0,0,30,67,0
59,13,194290,27,9,9,20,6,9,3,0,0,48,80,0
52,13,145548,23,12,9,26,6,9,3,0,0,40,80,1
27,13,175262,25,13,11,19,9,9,3,0,0,40,80,0
45,11,37306,25,13,9,25,6,9,3,0,0,45,80,1
58,13,137547,25,13,9,23,6,6,3,0,0,40,76,0
53,13,276515,25,13,11,19,9,9,3,0,0,40,46,0
23,13,174626,27,9,11,21,9,9,3,0,0,25,80,0
35,13,215310,17,7,7,21,8,9,3,0,0,40,80,0
49,13,332355,27,9,9,19,6,9,3,0,0,40,80,0
49,13,204057,23,12,7,19,7,9,2,0,0,40,80,0
25,13,391591,18,8,11,18,7,9,3,0,0,40,80,0
47,13,169092,28,14,7,25,10,9,2,0,0,50,80,1
28,13,230743,23,12,7,16,7,9,2,0,0,40,80,0
20,13,190963,31,10,11,19,7,9,2,0,0,30,80,0
74,9,204840,20,3,9,15,6,9,3,0,0,56,67,0
19,13,169853,27,9,11,22,9,9,3,0,0,24,80,0
28,13,212091,27,9,9,22,6,9,3,2580,0,40,80,0
31,13,202822,31,10,7,16,10,7,2,0,0,40,80,0
61,9,226989,31,10,10,15,7,9,3,0,0,40,80,0
30,13,140011,24,11,9,21,6,9,3,0,0,53,80,0
20,9,432376,31,10,11,15,9,9,3,0,0,40,52,0
35,13,90273,21,4,9,22,6,9,3,0,0,40,41,1
23,13,224424,25,13,11,23,9,9,3,0,0,40,80,0
25,13,168943,25,13,9,19,11,9,2,0,0,30,80,1
19,13,571853,27,9,11,23,9,9,3,0,0,30,80,0
30,13,156464,28,14,11,25,7,9,3,0,0,45,80,1
26,13,108542,27,9,11,18,9,9,3,0,0,35,80,0
34,11,194325,27,9,9,29,6,9,3,0,0,45,80,0
49,13,114797,25,13,7,19,10,7,2,0,0,40,80,0
35,13,40135,31,10,9,21,6,9,3,0,2042,40,80,0
38,13,204756,27,9,11,27,9,9,2,0,0,40,80,0
36,13,228190,27,9,9,21,6,7,3,0,0,20,80,0
33,13,163392,27,9,9,25,6,5,3,0,0,48,80,1
54,13,138845,31,10,11,23,7,9,2,0,0,40,80,0
19,11,169853,27,9,11,18,9,9,3,0,0,40,80,0
18,12,206359,16,6,11,15,9,9,3,0,0,40,80,0
60,13,224097,27,9,9,18,6,9,3,0,0,40,80,0
28,15,160786,27,9,11,18,9,9,3,0,0,40,80,0
43,15,190044,27,9,9,27,6,9,3,0,0,40,80,0
49,11,145290,20,3,9,23,6,9,3,0,0,40,80,0
25,13,120268,25,13,11,25,9,9,3,0,0,70,80,0
17,13,327434,16,6,11,27,9,9,3,0,0,20,80,0
41,14,218302,25,13,9,27,6,9,3,0,0,60,80,1
30,13,1184622,31,10,9,29,6,7,3,0,0,35,80,0
90,11,227796,28,14,9,19,6,9,3,20051,0,60,80,1
25,13,206343,27,9,11,26,8,9,3,0,0,40,80,0
27,13,36851,24,11,9,27,6,9,3,0,0,35,80,0
29,13,148550,27,9,9,18,6,9,3,0,0,40,80,0
55,13,157079,31,10,9,26,6,7,3,0,0,40,41,1
31,10,142470,25,13,11,19,7,7,2,0,0,40,80,0
43,13,86750,24,11,9,18,6,9,3,0,0,99,80,0
63,13,361631,28,14,12,25,7,9,2,0,0,40,80,1
46,13,163229,21,4,9,29,6,9,3,0,0,40,80,0
59,13,179594,27,9,9,27,6,9,3,0,0,40,80,0
42,13,254773,25,13,9,19,11,7,2,0,0,50,80,1
26,13,58065,25,13,11,16,7,9,2,0,0,20,80,0
26,13,205428,31,10,9,27,6,9,3,0,0,45,80,0
20,9,41183,31,10,11,15,9,9,2,0,0,30,80,0
19,9,308064,27,9,11,15,7,7,2,0,0,40,80,0
61,13,173924,22,5,7,21,7,9,3,0,0,40,74,1
23,16,142547,27,9,9,19,6,9,3,0,0,40,80,0
24,13,119704,27,9,9,16,11,9,2,0,0,40,80,0
35,13,275364,25,13,7,28,10,9,3,7430,0,40,52,1
42,15,207392,27,9,9,27,6,9,3,0,0,12,80,0
31,13,147215,18,8,7,23,10,9,2,0,0,21,80,0
31,13,101562,27,9,9,22,11,9,2,0,0,55,80,0
63,13,216413,25,13,13,16,7,9,2,0,0,25,80,0
29,16,188986,24,11,11,28,7,9,2,0,1590,64,80,0
43,16,52849,25,13,9,25,6,9,3,0,0,40,80,0
22,13,304710,25,13,11,16,7,6,2,0,0,10,81,0
17,13,265657,17,7,11,23,9,9,3,0,0,25,80,0
23,15,258298,25,13,11,16,9,9,3,0,2231,40,80,1
35,13,360814,22,5,7,18,7,9,3,0,0,45,80,0
32,13,53260,27,9,7,23,10,8,2,0,0,28,80,0
50,14,127315,25,13,9,19,6,9,3,15024,0,60,80,1
25,13,233777,27,9,11,29,8,9,3,0,0,40,41,0
26,11,197530,28,14,10,25,7,9,2,0,0,40,80,0
32,13,340940,25,13,9,19,6,9,3,0,0,40,80,0
29,13,88432,24,11,9,18,6,9,3,0,0,50,80,0
57,13,183810,31,10,9,25,6,9,3,0,0,40,80,1
90,13,51744,28,14,11,19,7,7,3,0,0,50,80,1
35,13,175614,24,11,7,25,10,9,2,0,0,40,80,1
31,15,235237,31,10,9,27,6,7,3,0,0,60,80,1
60,13,227266,27,9,7,27,7,9,2,0,0,33,80,0
21,13,146499,24,11,9,16,8,9,2,0,1579,40,80,0
71,11,337064,28,14,13,25,7,9,2,0,0,40,80,0
22,13,141003,24,11,11,23,9,9,3,0,0,30,80,0
50,11,117791,27,9,7,16,7,9,2,0,0,40,80,0
37,13,172846,31,10,9,27,6,9,3,0,0,45,80,1
23,13,73514,27,9,11,16,9,6,2,0,0,40,81,0
74,13,211075,27,9,9,23,6,9,3,0,0,30,80,0
67,13,197816,31,10,9,27,6,9,3,0,1844,70,80,0
59,13,43221,31,10,9,18,6,9,3,0,0,43,80,1
28,13,183780,27,9,9,29,6,9,3,0,1740,40,80,0
45,13,26781,27,9,9,20,6,5,3,0,0,40,80,0
63,15,271550,31,10,9,20,6,9,3,0,0,20,80,0
39,13,250157,25,13,11,25,7,9,2,0,0,63,80,0
33,16,913447,31,10,7,23,10,7,2,0,0,40,80,0
32,13,153078,25,13,11,23,7,6,3,0,0,40,76,0
34,13,181091,25,13,9,19,6,9,3,0,1977,45,80,1
39,13,231491,27,9,11,21,8,9,3,0,0,40,80,0
29,16,95423,28,14,9,16,6,9,3,0,0,36,80,0
22,13,234663,27,9,9,22,6,9,3,0,0,40,80,0
53,13,283602,25,13,7,27,7,9,2,13550,0,43,80,1
46,13,328669,24,11,9,18,6,9,3,0,0,42,80,0
51,13,143741,31,10,9,23,11,9,2,0,0,40,80,1
44,13,83508,30,15,7,25,7,9,2,2354,0,99,80,0
56,16,81954,27,9,7,16,7,9,2,0,0,40,80,0
27,13,261375,25,13,11,16,9,7,2,0,0,40,80,0
52,13,310045,22,5,10,22,7,6,2,0,0,30,44,0
39,13,316211,25,13,11,25,7,9,3,0,0,40,80,1
45,10,88564,31,10,9,19,6,9,3,7688,0,40,80,1
37,13,61299,31,10,9,18,6,9,3,0,0,45,80,0
33,13,113364,27,9,7,16,9,9,3,0,0,40,80,0
35,9,476573,27,9,11,15,7,9,2,0,0,4,80,0
46,13,267107,20,3,9,18,11,9,2,0,0,45,63,0
35,13,48123,18,8,9,18,11,9,2,0,0,50,80,0
33,13,214635,27,9,9,19,6,7,3,0,0,50,80,0
48,13,115585,25,13,9,27,6,9,3,0,0,40,80,0
32,13,194141,27,9,7,22,9,9,3,0,0,50,80,0
18,9,23233,16,6,11,15,9,9,3,0,0,40,80,0
20,13,89991,31,10,11,23,9,9,2,0,0,32,80,0
35,13,101709,27,9,11,29,9,6,3,0,0,60,80,0
19,13,237455,27,9,11,21,9,9,2,0,0,25,80,0
21,13,206492,27,9,11,27,9,9,2,0,0,40,41,0
56,13,28729,17,7,12,22,7,9,2,0,0,40,80,0
28,13,153475,25,13,11,16,9,9,2,0,0,16,49,0
45,13,275517,27,9,7,18,10,9,2,0,0,40,80,0
32,13,128002,24,11,9,16,11,9,2,0,0,45,80,0
44,13,175485,25,13,9,18,6,9,3,0,0,12,80,0
55,13,189664,27,9,9,25,6,9,3,0,0,40,80,1
34,13,209808,31,10,9,16,6,9,3,0,0,40,80,1
33,13,176992,28,14,9,25,6,9,3,0,0,40,80,1
36,13,154669,25,13,11,19,9,9,3,0,0,55,80,0
25,13,191271,27,9,11,16,9,9,2,0,0,40,80,0
28,13,375482,25,13,11,27,7,9,3,0,0,40,80,0
39,13,102953,25,13,9,27,6,9,3,7298,0,55,80,1
53,13,169182,16,6,10,22,7,9,2,0,0,40,45,0
47,13,184005,27,9,7,19,7,5,2,3325,0,45,80,0
49,14,30751,24,11,7,19,7,9,3,0,0,60,80,0
22,13,145477,27,9,11,21,9,5,3,0,0,40,80,0
31,13,91964,31,10,11,16,8,9,3,0,0,40,80,0
44,14,49249,31,10,7,23,10,9,3,0,0,80,80,0
19,13,218956,27,9,11,25,9,9,3,0,0,40,80,0
37,15,241306,27,9,7,18,7,9,3,0,0,40,80,0
60,9,251572,27,9,13,15,7,9,3,0,0,35,72,0
23,13,319842,31,10,11,21,9,9,3,0,0,25,80,0
44,13,332401,30,15,9,25,6,9,3,99999,0,65,80,1
54,11,182388,27,9,9,23,11,9,2,0,0,35,80,0
23,13,205939,27,9,9,18,6,9,3,0,0,38,80,0
21,13,203914,31,10,11,23,9,9,2,0,0,10,80,0
19,16,156294,31,10,11,25,9,9,3,0,0,25,80,0
51,13,254211,25,13,9,18,6,9,3,0,0,20,80,1
41,13,151504,25,13,9,19,6,9,3,7688,0,50,80,1
61,13,85548,31,10,9,28,6,9,3,15024,0,18,80,1
19,15,30800,16,6,10,16,10,5,2,0,0,40,80,0
22,13,131230,25,13,11,27,9,9,3,0,0,40,80,0
22,13,61850,27,9,11,23,7,9,2,0,0,40,80,0
49,13,227800,21,4,9,25,6,9,3,0,0,32,80,0
35,13,133454,16,6,7,22,7,9,3,0,0,50,80,0
38,13,104094,31,10,9,27,6,9,3,0,0,40,80,0
29,13,105422,27,9,9,25,6,9,3,0,0,40,80,1
56,13,142182,24,11,9,18,6,9,3,0,0,45,80,1
41,13,336643,31,10,7,19,7,9,2,0,0,80,80,0
62,14,200577,28,14,9,27,6,9,3,0,0,45,80,1
27,13,208703,27,9,11,26,9,9,3,0,0,40,65,0
55,9,193895,27,9,7,15,7,9,2,0,0,40,50,0
25,13,272428,27,9,11,27,7,9,3,4416,0,42,80,0
33,13,56701,25,13,9,25,6,9,3,15024,0,75,80,1
26,13,288592,27,9,11,16,7,9,2,0,0,40,80,0
43,13,266439,27,9,7,22,7,9,3,0,0,45,80,0
53,10,276868,28,14,9,16,6,9,3,0,0,40,80,1
43,13,131435,25,13,7,23,7,9,2,0,0,40,80,0
56,13,175127,27,9,7,18,10,9,3,0,0,35,80,0
25,13,277444,25,13,9,27,6,9,3,0,0,50,80,0
60,13,63296,28,14,7,25,8,7,3,0,0,40,80,0
28,13,96337,31,10,11,16,7,9,2,0,0,40,80,0
21,13,221955,27,9,11,22,10,9,3,0,0,40,67,0
40,13,197923,25,13,11,16,10,7,2,2977,0,40,80,0
29,13,632593,27,9,9,18,6,7,3,0,0,40,80,0
20,13,205970,31,10,11,18,9,9,2,0,0,25,80,0
25,13,139730,27,9,9,18,6,9,3,0,0,80,80,1
18,13,201901,17,7,11,27,9,9,2,0,0,10,80,0
32,16,230224,23,12,9,23,6,9,3,0,0,35,80,0
27,13,113464,19,2,11,23,9,8,3,0,0,35,47,0
48,13,94461,27,9,13,22,7,9,2,0,0,16,80,0
20,13,271379,31,10,11,27,9,9,2,0,0,25,80,0
55,13,231738,27,9,7,27,7,9,2,0,0,40,50,0
33,11,198183,25,13,11,25,7,9,2,0,0,50,80,1
21,16,140764,31,10,11,16,9,9,2,0,0,12,80,0
43,15,183479,27,9,9,18,6,9,3,0,0,30,80,0
35,13,165767,31,10,9,22,6,9,3,0,0,40,80,0
39,11,139364,25,13,9,25,6,9,3,0,0,35,80,1
19,13,227491,27,9,11,27,7,6,2,0,0,40,80,0
25,13,222254,27,9,11,23,7,7,2,0,0,40,80,0
44,13,193494,31,10,9,29,6,9,3,0,0,72,80,1
27,13,29261,23,12,11,18,10,9,3,0,0,40,80,0
39,13,174368,27,9,9,16,11,9,2,0,0,40,80,1
69,13,108196,16,6,11,18,8,9,3,0,0,40,80,0
34,13,110622,25,13,11,19,7,6,2,0,0,40,71,0
20,9,201680,31,10,11,15,9,9,3,0,0,35,80,0
37,13,130277,20,3,12,23,10,9,2,0,0,40,80,0
43,11,98130,25,13,7,25,9,9,2,0,0,39,80,0
62,9,235521,27,9,9,15,6,9,3,0,0,48,80,0
34,16,595000,28,14,9,25,11,7,2,0,0,40,80,1
31,15,349148,31,10,9,22,6,9,3,0,0,48,80,0
42,16,117583,26,16,7,25,7,9,2,8614,0,60,80,1
26,13,164583,27,9,7,27,10,9,2,0,0,30,80,0
39,13,340091,31,10,12,23,10,9,2,0,0,75,80,0
25,13,49092,25,13,11,23,9,9,3,0,0,40,80,0
54,11,186884,31,10,9,29,6,7,3,0,0,30,80,0
44,16,167265,28,14,9,25,6,9,3,0,0,60,80,1
34,16,34104,28,14,9,25,6,9,3,7688,0,38,80,1
21,14,265116,31,10,11,19,7,9,3,0,0,40,80,0
50,13,128378,20,3,9,21,6,9,3,0,0,55,41,0
33,13,158416,27,9,11,22,7,9,3,0,0,40,80,0
40,14,169878,23,12,9,19,11,9,2,0,0,40,80,1
44,13,296728,28,14,9,19,6,9,3,0,0,40,80,1
33,11,342458,23,12,7,26,7,9,3,0,0,56,80,0
21,11,38771,31,10,11,16,9,9,3,0,0,40,80,0
35,15,269300,25,13,11,23,7,7,2,0,0,60,80,0
43,13,111483,31,10,9,27,6,9,3,7298,0,40,80,1
57,9,199114,16,6,12,15,7,9,3,0,0,30,80,0
51,11,33863,28,14,9,25,6,9,3,0,0,45,80,0
29,13,132874,27,9,9,18,6,9,3,0,0,40,80,0
51,11,277024,27,9,12,26,7,7,3,0,0,40,80,0
35,13,112160,27,9,9,27,6,9,3,0,0,40,80,0
18,13,703067,17,7,11,27,9,9,3,0,0,20,80,0
58,13,127264,16,6,9,18,6,9,3,0,0,50,80,0
57,14,257200,31,10,9,19,6,9,3,0,0,40,80,1
19,13,57206,27,9,11,27,9,9,2,0,0,20,80,0
37,13,201319,31,10,12,23,10,9,2,0,0,40,80,0
38,13,114079,27,9,9,27,6,9,3,0,0,44,80,0
45,13,230979,31,10,10,16,7,9,2,0,0,40,80,0
27,13,292472,31,10,9,25,6,6,3,0,0,40,42,1
64,9,286732,21,4,13,15,7,9,2,0,0,40,80,0
38,11,134444,31,10,9,26,6,9,3,0,0,72,80,0
30,13,172403,27,9,7,18,7,9,3,0,0,30,80,0
46,13,191357,25,13,9,28,6,9,3,0,0,40,80,0
18,9,279288,16,6,11,15,8,9,2,0,0,30,80,0
60,13,389254,27,9,9,27,6,9,3,0,0,40,80,1
30,13,303867,27,9,12,29,7,9,3,0,0,44,80,0
47,13,164113,31,10,9,18,6,7,3,7688,0,40,80,1
39,13,111499,25,13,11,19,7,9,2,0,0,40,80,0
42,13,266084,31,10,9,18,6,9,3,7298,0,45,80,1
27,13,61580,31,10,7,16,8,9,2,0,0,40,80,0
44,13,231348,31,10,7,27,7,9,3,0,0,40,80,0
33,13,164748,25,13,9,29,6,9,3,0,0,40,80,0
54,13,205337,25,13,11,19,7,9,3,0,0,50,80,1
58,15,54566,31,10,9,20,6,9,3,0,0,35,80,0
45,13,34419,25,13,11,29,7,9,3,0,0,30,80,0
59,13,116442,31,10,9,22,6,9,3,0,0,50,80,0
29,13,290740,23,12,11,24,7,9,2,0,0,50,80,0
27,13,255582,27,9,11,22,7,9,2,0,0,40,80,0
44,13,112517,28,14,9,28,6,9,3,0,0,20,80,1
44,13,169397,27,9,9,18,6,9,3,0,0,40,80,1
33,13,172664,31,10,9,19,6,9,3,0,0,70,80,1
27,13,329005,27,9,11,18,9,9,3,0,0,40,80,0
33,13,123253,25,13,9,19,6,9,3,0,0,55,80,1
55,13,81865,24,11,7,16,10,7,2,0,0,40,80,0
32,15,173314,24,11,9,25,6,8,3,0,0,60,80,0
31,13,34572,24,11,9,21,6,9,3,0,0,45,80,0
57,14,159028,30,15,9,25,6,9,3,99999,0,60,80,1
30,13,149184,25,13,9,19,6,9,3,0,0,45,80,1
78,9,363134,27,9,13,15,7,9,2,0,0,1,80,0
28,13,308709,25,13,11,27,7,9,2,0,0,48,80,0
30,15,257295,31,10,11,27,8,6,3,0,2258,40,76,0
29,13,168479,28,14,9,25,6,9,3,0,0,40,80,1
66,13,142501,27,9,11,23,8,7,2,0,0,3,80,0
60,13,338345,27,9,9,18,6,9,3,0,0,45,80,1
31,13,177675,25,13,9,25,6,9,3,0,0,40,80,0
26,13,262617,27,9,11,18,8,9,3,2597,0,40,80,0
24,13,200997,27,9,11,21,9,9,3,0,0,45,80,0
29,13,176683,25,13,11,27,7,9,3,0,0,50,80,1
44,13,376072,27,9,9,28,6,9,3,0,0,45,80,1
34,11,177675,25,13,9,19,6,9,3,0,0,55,80,1
59,13,348430,25,13,9,25,6,9,3,0,1902,43,80,1
23,13,320451,25,13,11,19,9,6,3,0,0,24,80,0
23,13,38151,17,7,11,23,8,9,3,0,0,40,71,0
55,11,123382,24,11,12,25,10,7,2,0,0,35,80,0
39,14,151029,27,9,9,19,6,9,3,0,0,40,80,1
39,13,484475,17,7,11,18,7,7,3,0,0,40,80,0
57,13,329792,21,4,7,29,10,9,3,0,0,75,80,0
35,13,148903,27,9,7,27,10,9,2,0,0,40,80,0
39,11,301614,24,11,9,26,6,9,3,0,0,48,80,1
47,13,176319,27,9,9,27,9,9,2,0,0,38,80,1
53,16,53197,26,16,9,16,6,9,3,0,0,50,80,1
23,13,291407,31,10,11,27,9,7,3,0,0,25,80,0
35,13,204527,28,14,11,18,7,9,3,0,0,50,80,1
44,13,476391,31,10,7,20,7,9,2,0,0,40,80,0
28,13,224964,27,9,11,23,9,9,2,0,0,25,80,0
26,13,306225,25,13,11,19,7,6,2,0,0,40,72,0
23,13,292023,27,9,11,19,7,9,3,0,0,45,80,0
32,13,94041,27,9,9,23,6,9,3,0,0,25,62,0
49,14,187563,31,10,9,29,6,9,3,0,0,50,80,1
36,13,176101,31,10,11,18,9,9,3,2174,0,60,80,0
36,13,749105,27,9,7,23,10,9,2,0,0,36,80,0
41,9,230020,20,3,9,15,6,8,3,0,0,40,80,0
21,13,216070,23,12,9,16,11,5,2,0,0,46,80,1
54,15,105010,25,13,9,19,6,9,3,0,0,40,80,1
43,13,198203,31,10,10,23,7,7,2,0,0,40,80,0
35,11,215419,31,10,7,16,10,9,2,0,0,40,80,0
31,13,120460,31,10,9,20,6,9,3,0,0,50,80,1
46,13,199316,31,10,9,18,8,6,3,0,0,40,60,0
46,13,146919,27,9,12,27,7,9,2,0,0,40,80,0
56,13,174744,27,9,9,23,6,9,3,0,0,40,80,0
45,9,189564,28,14,9,15,11,9,2,0,0,1,80,0
21,13,249957,27,9,11,16,9,9,3,0,0,40,80,0
51,13,146574,28,14,9,19,6,9,3,0,0,50,80,1
47,16,156417,31,10,7,25,10,9,3,0,0,20,80,0
42,13,236110,20,3,10,18,7,9,3,0,0,40,74,0
19,13,63363,31,10,11,27,9,9,2,0,0,30,80,0
25,13,190107,25,13,11,18,9,9,3,0,0,40,80,0
37,13,126569,28,14,9,28,6,9,3,0,0,60,80,1
35,13,176756,18,8,9,23,6,7,3,0,0,40,80,0
40,13,115161,27,9,9,29,6,9,3,0,0,30,80,0
57,15,138892,17,7,9,27,6,9,3,0,0,15,80,0
38,13,256864,27,9,9,28,6,9,3,0,0,50,80,1
48,13,265083,16,6,7,27,7,9,2,0,0,38,80,0
34,13,249948,31,10,7,23,7,9,2,0,0,34,80,0
46,10,31141,31,10,7,29,7,9,3,0,0,40,80,0
30,13,164190,27,9,11,16,7,9,3,0,0,38,41,0
45,16,67544,28,14,7,26,7,9,3,0,0,50,80,0
32,15,174789,25,13,9,25,6,9,3,0,0,50,80,1
35,13,199753,27,9,11,22,9,9,3,0,0,48,80,0
62,13,122246,31,10,11,18,7,9,2,8614,0,39,80,1
56,9,188166,27,9,9,15,6,9,3,0,0,40,80,0
50,13,96586,24,11,9,23,6,9,3,0,0,40,80,0
25,13,189590,25,13,11,28,7,9,3,0,0,40,80,0
41,13,140590,31,10,11,27,7,7,3,0,0,33,80,0
35,13,255702,27,9,11,23,9,9,2,0,0,27,80,0
33,13,260782,31,10,9,18,6,9,3,0,0,41,80,1
38,13,169926,23,12,9,19,11,9,2,0,1902,40,80,1
37,16,151322,25,13,11,25,7,9,3,0,0,40,80,0
56,13,192869,27,9,9,22,6,9,3,0,0,40,80,1
19,13,93604,21,4,11,18,9,9,3,0,1602,32,80,0
31,13,86958,22,5,9,19,11,9,2,0,0,40,80,0
53,11,228723,27,9,7,18,7,8,3,0,0,40,41,1
33,13,192644,27,9,12,21,10,9,3,0,0,35,74,0
72,13,284080,19,2,7,23,7,7,3,0,0,40,80,0
54,13,43269,27,9,9,29,6,9,3,0,0,50,80,1
30,13,190040,25,13,11,22,7,9,2,0,0,40,80,0
51,13,306108,26,16,11,25,7,9,3,0,0,40,80,1
30,13,220148,27,9,9,18,6,9,3,0,1848,50,80,1
30,13,381645,25,13,11,25,7,9,3,0,0,50,80,0
32,13,216361,31,10,9,26,6,7,3,0,0,16,80,0
30,13,213722,31,10,11,27,7,9,3,0,0,50,80,1
35,13,112271,28,14,9,16,6,9,3,0,0,40,80,0
40,13,208277,31,10,7,16,9,9,2,0,0,44,80,1
38,16,352628,25,13,7,25,7,9,2,0,0,40,80,0
19,13,129620,16,6,11,23,8,9,2,0,0,30,80,0
32,13,249550,31,10,11,25,7,9,3,0,0,44,80,0
49,13,178749,28,14,10,16,10,9,2,0,0,40,80,0
76,9,173542,25,13,9,15,6,9,3,0,0,10,80,0
60,13,167670,25,13,9,25,6,9,3,0,0,35,80,0
60,13,81578,22,5,9,27,6,9,3,0,0,40,80,0
55,13,160662,26,16,9,19,6,9,3,0,0,80,80,1
41,13,163322,25,13,7,28,7,9,2,0,0,30,41,0
24,13,152189,27,9,11,18,9,9,3,0,0,40,80,0
53,13,106176,28,14,9,27,6,9,3,7298,0,60,80,1
69,16,159191,31,10,13,16,7,9,2,0,810,38,80,0
71,9,250263,31,10,9,15,6,9,3,3432,0,30,80,0
41,13,78410,27,9,9,16,11,9,2,0,0,40,80,1
32,13,131379,27,9,11,23,9,9,2,0,0,40,80,0
45,13,166929,17,7,9,18,6,9,3,0,0,40,80,0
59,13,380357,25,13,7,19,7,9,3,0,0,40,80,0
31,13,79190,27,9,11,23,9,9,2,0,0,35,80,0
40,13,342164,27,9,12,16,10,9,2,0,0,37,80,0
44,13,182616,24,11,9,28,6,9,3,0,0,40,80,1
63,13,339473,31,10,7,27,7,9,2,0,0,60,80,0
31,11,381153,31,10,9,26,6,9,3,15024,0,56,80,1
51,13,300816,25,13,11,16,10,9,3,0,0,20,80,0
51,13,240988,17,7,9,22,6,6,3,0,0,40,71,0
23,13,149224,27,9,11,27,7,9,3,0,0,40,80,0
49,13,168216,21,4,9,22,6,9,3,0,0,48,80,0
56,13,286487,27,9,9,18,6,9,3,2885,0,45,80,0
39,13,305597,27,9,9,18,6,9,3,0,0,40,80,1
39,15,109766,30,15,9,25,6,9,3,15024,0,50,80,1
30,15,188798,27,9,7,23,10,9,2,0,0,40,80,0
43,15,240170,25,13,9,19,6,9,3,0,0,50,52,0
31,13,459465,31,10,11,18,7,9,3,0,0,50,80,0
